order_id,order_date,order_time,crop_type,state,season,quantity_quintals,price_per_quintal_inr,total_value_inr,quality_grade,buyer_type,buyer_id,status,payment_status,created_timestamp
ORD-00000988,09-11-2024,56:17.3,soybean,Haryana,rabi,230.7,4185.01,965464.34,C,retailer,BUYER-00541,delivered,pending,2024-11-09T10:56:17.336399
ORD-00000989,09-11-2024,56:17.3,sunflower,Telangana,rabi,363.42,4328.39,1573002.93,A,processor,BUYER-00188,pending,partial,2024-11-09T10:56:17.336399
ORD-00000990,10-11-2024,56:17.3,sesame,Madhya Pradesh,rabi,383.29,6133.13,2350741.79,B,exporter,BUYER-00156,pending,pending,2024-11-10T10:56:17.336399
ORD-00000991,10-11-2024,56:17.3,groundnut,Telangana,rabi,275.83,4762.9,1313736.21,A,retailer,BUYER-00604,completed,paid,2024-11-10T10:56:17.336399
ORD-00000992,10-11-2024,56:17.3,mustard,Telangana,rabi,845.35,4260.79,3601853.74,A,retailer,BUYER-00693,delivered,partial,2024-11-10T10:56:17.336399
ORD-00000993,11-11-2024,56:17.3,soybean,Gujarat,rabi,356.91,4914.66,1754111.32,A,processor,BUYER-00674,completed,partial,2024-11-11T10:56:17.336399
ORD-00000994,11-11-2024,56:17.3,mustard,Odisha,rabi,143.38,4707.13,674906.12,C,retailer,BUYER-00736,delivered,paid,2024-11-11T10:56:17.336399
ORD-00000995,11-11-2024,56:17.3,groundnut,Rajasthan,rabi,300.28,5626.1,1689414.95,B,processor,BUYER-00954,pending,partial,2024-11-11T10:56:17.336399
ORD-00000996,12-11-2024,56:17.3,sunflower,Bihar,rabi,257.89,3653.78,942275.82,A,processor,BUYER-00528,delivered,partial,2024-11-12T10:56:17.336399
ORD-00000997,12-11-2024,56:17.3,groundnut,Odisha,rabi,311.75,5454.29,1700399.71,C,processor,BUYER-00973,completed,pending,2024-11-12T10:56:17.336399
ORD-00000998,12-11-2024,56:17.3,groundnut,Telangana,rabi,527.46,5741.41,3028358.08,C,trader,BUYER-00457,delivered,partial,2024-11-12T10:56:17.336399
ORD-00000999,12-11-2024,56:17.3,groundnut,Maharashtra,rabi,461.97,5714.43,2639885.17,C,exporter,BUYER-00983,delivered,partial,2024-11-12T10:56:17.336399
ORD-00001000,13-11-2024,56:17.3,groundnut,Andhra Pradesh,rabi,309.54,4743.07,1468147.94,A,exporter,BUYER-00059,pending,pending,2024-11-13T10:56:17.336399
ORD-00001001,13-11-2024,56:17.3,sesame,Andhra Pradesh,rabi,127.44,5653.1,720417.35,C,exporter,BUYER-00489,completed,partial,2024-11-13T10:56:17.336399
ORD-00001002,14-11-2024,56:17.3,groundnut,Haryana,rabi,253.53,5175.16,1312060.06,B,trader,BUYER-00079,pending,pending,2024-11-14T10:56:17.336399
ORD-00001003,14-11-2024,56:17.3,sunflower,Punjab,rabi,87.94,3995.67,351387.6,C,retailer,BUYER-00516,completed,partial,2024-11-14T10:56:17.336399
ORD-00001004,15-11-2024,56:17.3,groundnut,Uttar Pradesh,rabi,854.9,4793.09,4097609.01,B,trader,BUYER-00824,pending,pending,2024-11-15T10:56:17.336399
ORD-00001005,15-11-2024,56:17.3,mustard,Maharashtra,rabi,825.51,4864.05,4015307.84,C,exporter,BUYER-00143,pending,paid,2024-11-15T10:56:17.336399
ORD-00001006,15-11-2024,56:17.3,soybean,Punjab,rabi,199.7,4873.85,973328.79,B,retailer,BUYER-00529,delivered,partial,2024-11-15T10:56:17.336399
ORD-00001007,16-11-2024,56:17.3,soybean,Bihar,rabi,144.59,4661.64,674019.22,C,exporter,BUYER-00441,completed,partial,2024-11-16T10:56:17.336399
ORD-00001008,16-11-2024,56:17.3,mustard,Haryana,rabi,665.45,5205.1,3463755.13,A,trader,BUYER-00301,delivered,pending,2024-11-16T10:56:17.336399
ORD-00001009,16-11-2024,56:17.3,sunflower,Madhya Pradesh,rabi,326.3,4349.08,1419116.47,A,processor,BUYER-00456,completed,paid,2024-11-16T10:56:17.336399
ORD-00001010,16-11-2024,56:17.3,groundnut,Maharashtra,rabi,786.66,5025.54,3953391.66,A,processor,BUYER-00412,delivered,paid,2024-11-16T10:56:17.336399
ORD-00001011,17-11-2024,56:17.3,soybean,Maharashtra,rabi,104.18,4291.01,447043.02,C,exporter,BUYER-00564,pending,pending,2024-11-17T10:56:17.336399
ORD-00001012,17-11-2024,56:17.3,sesame,Punjab,rabi,159.83,6938.71,1109000.85,C,trader,BUYER-00569,completed,pending,2024-11-17T10:56:17.336399
ORD-00001013,17-11-2024,56:17.3,groundnut,Punjab,rabi,594.74,5524.05,3285391.89,C,processor,BUYER-00242,completed,paid,2024-11-17T10:56:17.336399
ORD-00001014,17-11-2024,56:17.3,mustard,Madhya Pradesh,rabi,692.24,5420.07,3752010.46,B,processor,BUYER-00596,delivered,partial,2024-11-17T10:56:17.336399
ORD-00001015,18-11-2024,56:17.3,mustard,Telangana,rabi,289.67,4273.36,1237879.65,C,processor,BUYER-00946,pending,pending,2024-11-18T10:56:17.336399
ORD-00001016,18-11-2024,56:17.3,sesame,Maharashtra,rabi,173.97,7009.12,1219358.16,C,processor,BUYER-00736,delivered,paid,2024-11-18T10:56:17.336399
ORD-00001017,19-11-2024,56:17.3,groundnut,Haryana,rabi,901.69,5921.2,5339061.06,A,processor,BUYER-00390,pending,paid,2024-11-19T10:56:17.336399
ORD-00001018,19-11-2024,56:17.3,sesame,Gujarat,rabi,234.38,7098.58,1663784.04,A,retailer,BUYER-00210,pending,partial,2024-11-19T10:56:17.336399
ORD-00001019,20-11-2024,56:17.3,groundnut,Punjab,rabi,390.67,5095.19,1990522.84,C,retailer,BUYER-00734,pending,partial,2024-11-20T10:56:17.336399
ORD-00001020,20-11-2024,56:17.3,sesame,Gujarat,rabi,272.15,7209.73,1962156.66,C,processor,BUYER-00520,pending,partial,2024-11-20T10:56:17.336399
ORD-00001021,20-11-2024,56:17.3,sunflower,Bihar,rabi,149.9,3286.98,492713.76,B,exporter,BUYER-00161,completed,paid,2024-11-20T10:56:17.336399
ORD-00001022,21-11-2024,56:17.3,groundnut,Haryana,rabi,774.17,5657.3,4379715.33,B,trader,BUYER-00523,pending,paid,2024-11-21T10:56:17.336399
ORD-00001023,21-11-2024,56:17.3,sesame,Punjab,rabi,224.07,6810.27,1525997.16,B,trader,BUYER-00681,delivered,partial,2024-11-21T10:56:17.336399
ORD-00001024,22-11-2024,56:17.3,sunflower,Telangana,rabi,320.82,3693.61,1184988.09,B,exporter,BUYER-00699,pending,pending,2024-11-22T10:56:17.336399
ORD-00001025,22-11-2024,56:17.3,sesame,Karnataka,rabi,353.89,6635.6,2348277.17,C,retailer,BUYER-00139,delivered,partial,2024-11-22T10:56:17.336399
ORD-00001026,22-11-2024,56:17.3,sunflower,Telangana,rabi,300.14,4278.1,1284047.7,B,exporter,BUYER-00983,delivered,paid,2024-11-22T10:56:17.336399
ORD-00001027,22-11-2024,56:17.3,soybean,Andhra Pradesh,rabi,37.8,4665.16,176326.09,C,processor,BUYER-00154,pending,paid,2024-11-22T10:56:17.336399
ORD-00001028,23-11-2024,56:17.3,sunflower,Maharashtra,rabi,229.08,4133.56,946902.62,B,retailer,BUYER-00571,completed,pending,2024-11-23T10:56:17.336399
ORD-00001029,23-11-2024,56:17.3,soybean,Odisha,rabi,106.98,4767.72,510059.86,B,retailer,BUYER-00811,completed,paid,2024-11-23T10:56:17.336399
ORD-00001030,23-11-2024,56:17.3,mustard,Telangana,rabi,491.89,5487.32,2699143.12,A,retailer,BUYER-00247,delivered,pending,2024-11-23T10:56:17.336399
ORD-00001031,24-11-2024,56:17.3,sesame,Karnataka,rabi,469.15,7032.52,3299321.45,A,trader,BUYER-00996,delivered,paid,2024-11-24T10:56:17.336399
ORD-00001032,24-11-2024,56:17.3,sesame,Gujarat,rabi,145.17,6774.2,983429.71,C,retailer,BUYER-00039,pending,paid,2024-11-24T10:56:17.336399
ORD-00001033,25-11-2024,56:17.3,sunflower,Uttar Pradesh,rabi,221.05,3874.2,856381.63,A,exporter,BUYER-00854,pending,partial,2024-11-25T10:56:17.336399
ORD-00001034,25-11-2024,56:17.3,sesame,Madhya Pradesh,rabi,375.7,6700.98,2517586.45,C,trader,BUYER-00421,completed,partial,2024-11-25T10:56:17.336399
ORD-00001035,26-11-2024,56:17.3,sesame,Gujarat,rabi,544.04,6260.12,3405729.57,A,processor,BUYER-00156,delivered,pending,2024-11-26T10:56:17.336399
ORD-00001036,26-11-2024,56:17.3,mustard,Gujarat,rabi,366.97,4993.48,1832463.32,A,retailer,BUYER-00728,pending,partial,2024-11-26T10:56:17.336399
ORD-00001037,26-11-2024,56:17.3,sesame,Maharashtra,rabi,387.16,5871.88,2273375.35,C,exporter,BUYER-00567,completed,pending,2024-11-26T10:56:17.336399
ORD-00001038,27-11-2024,56:17.3,sesame,Maharashtra,rabi,192.14,6004.32,1153651.68,B,retailer,BUYER-00349,delivered,partial,2024-11-27T10:56:17.336399
ORD-00001039,27-11-2024,56:17.3,groundnut,Rajasthan,rabi,527.47,5453.4,2876520.36,A,exporter,BUYER-00010,delivered,partial,2024-11-27T10:56:17.336399
ORD-00001040,27-11-2024,56:17.3,sesame,Haryana,rabi,516.68,5824.92,3009597.08,A,retailer,BUYER-00247,delivered,pending,2024-11-27T10:56:17.336399
ORD-00001041,27-11-2024,56:17.3,mustard,Rajasthan,rabi,979.52,5510.29,5397449.14,A,trader,BUYER-00672,completed,pending,2024-11-27T10:56:17.336399
ORD-00001042,28-11-2024,56:17.3,sesame,Odisha,rabi,360.27,6249.86,2251652.59,A,exporter,BUYER-00980,delivered,paid,2024-11-28T10:56:17.336399
ORD-00001043,28-11-2024,56:17.3,mustard,Haryana,rabi,152.59,4126.97,629716.2,B,retailer,BUYER-00611,completed,pending,2024-11-28T10:56:17.336399
ORD-00001044,29-11-2024,56:17.3,sesame,Karnataka,rabi,224.97,6062.32,1363827.46,B,exporter,BUYER-00017,pending,partial,2024-11-29T10:56:17.336399
ORD-00001045,29-11-2024,56:17.3,groundnut,Haryana,rabi,509.54,4811.56,2451684.98,C,retailer,BUYER-00980,completed,paid,2024-11-29T10:56:17.336399
ORD-00001046,30-11-2024,56:17.3,sunflower,Gujarat,rabi,343.46,3978.56,1366478.01,B,processor,BUYER-00114,completed,partial,2024-11-30T10:56:17.336399
ORD-00001047,30-11-2024,56:17.3,mustard,Gujarat,rabi,912.01,5343.39,4873241.78,B,trader,BUYER-00404,completed,pending,2024-11-30T10:56:17.336399
ORD-00001048,01-12-2024,56:17.3,sunflower,Punjab,rabi,317.67,3481.77,1106044.58,C,processor,BUYER-00105,delivered,paid,2024-12-01T10:56:17.336399
ORD-00001049,01-12-2024,56:17.3,sunflower,Punjab,rabi,218.66,4320.2,944676.97,B,retailer,BUYER-00278,delivered,paid,2024-12-01T10:56:17.336399
ORD-00001050,01-12-2024,56:17.3,groundnut,Karnataka,rabi,528.06,4860.67,2566704.25,C,trader,BUYER-00733,completed,partial,2024-12-01T10:56:17.336399
ORD-00001051,01-12-2024,56:17.3,soybean,Madhya Pradesh,rabi,140.61,4795.87,674365.23,C,processor,BUYER-00824,completed,partial,2024-12-01T10:56:17.336399
ORD-00001052,02-12-2024,56:17.3,groundnut,Andhra Pradesh,rabi,414.46,4929.09,2042922.9,A,trader,BUYER-00883,pending,paid,2024-12-02T10:56:17.336399
ORD-00001053,02-12-2024,56:17.3,sunflower,Uttar Pradesh,rabi,264.8,3632.48,961877.22,B,processor,BUYER-00303,delivered,paid,2024-12-02T10:56:17.336399
ORD-00001054,02-12-2024,56:17.3,sesame,Karnataka,rabi,493.23,7174.41,3538605.17,A,trader,BUYER-00645,pending,pending,2024-12-02T10:56:17.336399
ORD-00001055,02-12-2024,56:17.3,sesame,Odisha,rabi,219.17,7046.71,1544455.98,A,processor,BUYER-00874,delivered,partial,2024-12-02T10:56:17.336399
ORD-00001056,03-12-2024,56:17.3,sesame,Maharashtra,rabi,345.18,5923.7,2044755.88,B,retailer,BUYER-00904,completed,pending,2024-12-03T10:56:17.336399
ORD-00001057,03-12-2024,56:17.3,groundnut,Odisha,rabi,136.44,4937.24,673619.27,C,trader,BUYER-00615,completed,pending,2024-12-03T10:56:17.336399
ORD-00001058,03-12-2024,56:17.3,soybean,Madhya Pradesh,rabi,46.63,4683.66,218400.43,B,trader,BUYER-00475,pending,partial,2024-12-03T10:56:17.336399
ORD-00001059,03-12-2024,56:17.3,sunflower,Madhya Pradesh,rabi,151.73,4302.49,652826.06,A,trader,BUYER-00421,pending,pending,2024-12-03T10:56:17.336399
ORD-00001060,04-12-2024,56:17.3,groundnut,Gujarat,rabi,351.35,5684.97,1997432.31,C,processor,BUYER-00040,delivered,pending,2024-12-04T10:56:17.336399
ORD-00001061,04-12-2024,56:17.3,sesame,Haryana,rabi,81.01,6942.16,562393.72,A,retailer,BUYER-00989,completed,partial,2024-12-04T10:56:17.336399
ORD-00001062,05-12-2024,56:17.3,mustard,Haryana,rabi,566.03,4822.55,2729715.9,C,processor,BUYER-00433,completed,paid,2024-12-05T10:56:17.336399
ORD-00001063,05-12-2024,56:17.3,sesame,Andhra Pradesh,rabi,250.17,6075.82,1519967.72,B,exporter,BUYER-00279,delivered,partial,2024-12-05T10:56:17.336399
ORD-00001064,05-12-2024,56:17.3,groundnut,Maharashtra,rabi,914.46,5031.25,4600878.94,B,trader,BUYER-00181,delivered,partial,2024-12-05T10:56:17.336399
ORD-00001065,06-12-2024,56:17.3,sunflower,Karnataka,rabi,300.99,3903.09,1174776.45,C,trader,BUYER-00700,completed,partial,2024-12-06T10:56:17.336399
ORD-00001066,06-12-2024,56:17.3,sunflower,Gujarat,rabi,556,3292.28,1830518.32,A,trader,BUYER-00650,completed,paid,2024-12-06T10:56:17.336399
ORD-00001067,06-12-2024,56:17.3,sunflower,Gujarat,rabi,182.33,3462.08,631233.13,C,retailer,BUYER-00085,completed,partial,2024-12-06T10:56:17.336399
ORD-00001068,07-12-2024,56:17.3,mustard,Haryana,rabi,331.79,5351.14,1775448.93,C,retailer,BUYER-00342,delivered,paid,2024-12-07T10:56:17.336399
ORD-00001069,07-12-2024,56:17.3,sesame,Rajasthan,rabi,374.42,7410.35,2774605.78,B,trader,BUYER-00038,pending,pending,2024-12-07T10:56:17.336399
ORD-00001070,08-12-2024,56:17.3,mustard,Haryana,rabi,702.32,5148.33,3615757.15,A,retailer,BUYER-00965,pending,paid,2024-12-08T10:56:17.336399
ORD-00001071,08-12-2024,56:17.3,sesame,Haryana,rabi,296.04,6713.78,1987515.7,C,retailer,BUYER-00542,completed,pending,2024-12-08T10:56:17.336399
ORD-00001072,08-12-2024,56:17.3,sesame,Rajasthan,rabi,194.42,6914.61,1344331.75,B,retailer,BUYER-00411,pending,partial,2024-12-08T10:56:17.336399
ORD-00001073,08-12-2024,56:17.3,groundnut,Telangana,rabi,278.88,4615.56,1287180.39,A,processor,BUYER-00496,completed,pending,2024-12-08T10:56:17.336399
ORD-00001074,09-12-2024,56:17.3,groundnut,Odisha,rabi,764.69,5052.97,3863936.75,A,trader,BUYER-00528,delivered,pending,2024-12-09T10:56:17.336399
ORD-00001075,09-12-2024,56:17.3,sunflower,Uttar Pradesh,rabi,465.74,3678.24,1713091.48,C,trader,BUYER-00661,completed,paid,2024-12-09T10:56:17.336399
ORD-00001076,09-12-2024,56:17.3,soybean,Rajasthan,rabi,92.92,4338.93,403164.61,A,processor,BUYER-00799,pending,partial,2024-12-09T10:56:17.336399
ORD-00001077,09-12-2024,56:17.3,sunflower,Punjab,rabi,445.27,3253.57,1448720.03,C,retailer,BUYER-00162,pending,paid,2024-12-09T10:56:17.336399
ORD-00001078,10-12-2024,56:17.3,groundnut,Bihar,rabi,407.4,4839.4,1971583.56,A,trader,BUYER-00480,completed,partial,2024-12-10T10:56:17.336399
ORD-00001079,10-12-2024,56:17.3,mustard,Rajasthan,rabi,97.28,4462.07,434064.64,C,exporter,BUYER-00836,pending,partial,2024-12-10T10:56:17.336399
ORD-00001080,10-12-2024,56:17.3,sunflower,Rajasthan,rabi,682.32,3950.66,2695598.79,B,exporter,BUYER-00635,delivered,paid,2024-12-10T10:56:17.336399
ORD-00001081,10-12-2024,56:17.3,groundnut,Karnataka,rabi,704.79,4579.92,3227904.87,A,processor,BUYER-00833,delivered,paid,2024-12-10T10:56:17.336399
ORD-00001082,11-12-2024,56:17.3,sunflower,Gujarat,rabi,544.05,3650.98,1986321.05,A,retailer,BUYER-00489,completed,paid,2024-12-11T10:56:17.336399
ORD-00001083,11-12-2024,56:17.3,groundnut,Uttar Pradesh,rabi,347.71,4668.08,1623153.03,C,exporter,BUYER-00783,pending,pending,2024-12-11T10:56:17.336399
ORD-00001084,11-12-2024,56:17.3,mustard,Karnataka,rabi,594.32,4744.87,2819949,B,exporter,BUYER-00001,completed,partial,2024-12-11T10:56:17.336399
ORD-00001085,11-12-2024,56:17.3,mustard,Odisha,rabi,142.68,4260.18,607853.88,B,exporter,BUYER-00509,pending,partial,2024-12-11T10:56:17.336399
ORD-00001086,12-12-2024,56:17.3,sesame,Punjab,rabi,162.42,5585.17,907126.45,C,processor,BUYER-00681,pending,paid,2024-12-12T10:56:17.336399
ORD-00001087,12-12-2024,56:17.3,mustard,Uttar Pradesh,rabi,304.39,4577.29,1393286.9,A,retailer,BUYER-00262,pending,partial,2024-12-12T10:56:17.336399
ORD-00001088,12-12-2024,56:17.3,mustard,Odisha,rabi,570.08,4306.55,2455092.43,A,exporter,BUYER-00337,pending,partial,2024-12-12T10:56:17.336399
ORD-00001089,13-12-2024,56:17.3,soybean,Karnataka,rabi,236.47,4730.92,1118741.47,B,exporter,BUYER-00109,delivered,pending,2024-12-13T10:56:17.336399
ORD-00001090,13-12-2024,56:17.3,sunflower,Uttar Pradesh,rabi,854.29,3795.73,3242644.37,A,exporter,BUYER-00963,delivered,partial,2024-12-13T10:56:17.336399
ORD-00001091,13-12-2024,56:17.3,soybean,Odisha,rabi,108.99,4509.01,491423.61,C,retailer,BUYER-00864,delivered,partial,2024-12-13T10:56:17.336399
ORD-00001092,13-12-2024,56:17.3,mustard,Madhya Pradesh,rabi,584.45,4633.47,2708021.37,C,processor,BUYER-00851,completed,partial,2024-12-13T10:56:17.336399
ORD-00001093,14-12-2024,56:17.3,sesame,Rajasthan,rabi,423.27,5547.27,2348009.24,B,exporter,BUYER-00826,delivered,pending,2024-12-14T10:56:17.336399
ORD-00001094,14-12-2024,56:17.3,soybean,Rajasthan,rabi,215.93,4963.43,1071731.8,B,retailer,BUYER-00759,delivered,paid,2024-12-14T10:56:17.336399
ORD-00001095,14-12-2024,56:17.3,sunflower,Telangana,rabi,145.77,4033.55,587974.23,C,retailer,BUYER-00851,pending,partial,2024-12-14T10:56:17.336399
ORD-00001096,14-12-2024,56:17.3,soybean,Madhya Pradesh,rabi,317.77,4546.29,1444665.78,A,exporter,BUYER-00168,pending,pending,2024-12-14T10:56:17.336399
ORD-00001097,15-12-2024,56:17.3,soybean,Haryana,rabi,122.63,4241.93,520197.45,C,exporter,BUYER-00336,pending,partial,2024-12-15T10:56:17.336399
ORD-00001098,15-12-2024,56:17.3,sesame,Rajasthan,rabi,433.81,5874.55,2548416.3,B,exporter,BUYER-00832,completed,paid,2024-12-15T10:56:17.336399
ORD-00001099,15-12-2024,56:17.3,sunflower,Punjab,rabi,424.98,4315.81,1834128.22,C,retailer,BUYER-00592,completed,paid,2024-12-15T10:56:17.336399
ORD-00001100,15-12-2024,56:17.3,groundnut,Odisha,rabi,167.19,5769.86,964638.88,A,exporter,BUYER-00660,delivered,pending,2024-12-15T10:56:17.336399
ORD-00001101,16-12-2024,56:17.3,mustard,Andhra Pradesh,rabi,230.32,4497.67,1035883.97,C,retailer,BUYER-00376,completed,paid,2024-12-16T10:56:17.336399
ORD-00001102,16-12-2024,56:17.3,groundnut,Maharashtra,rabi,651.12,5202.36,3387365.26,C,trader,BUYER-00840,completed,pending,2024-12-16T10:56:17.336399
ORD-00001103,16-12-2024,56:17.3,mustard,Uttar Pradesh,rabi,239.51,4979.82,1192716.06,C,processor,BUYER-00451,pending,pending,2024-12-16T10:56:17.336399
ORD-00001104,16-12-2024,56:17.3,groundnut,Karnataka,rabi,519.37,5951.77,3091156.46,C,exporter,BUYER-00179,delivered,pending,2024-12-16T10:56:17.336399
ORD-00001105,17-12-2024,56:17.3,mustard,Madhya Pradesh,rabi,247.88,4314.45,1069462.3,C,processor,BUYER-00993,completed,partial,2024-12-17T10:56:17.336399
ORD-00001106,17-12-2024,56:17.3,sunflower,Punjab,rabi,339.75,3557.9,1208805.65,C,retailer,BUYER-00331,completed,paid,2024-12-17T10:56:17.336399
ORD-00001107,17-12-2024,56:17.3,groundnut,Maharashtra,rabi,212.38,5062.18,1075117.62,C,trader,BUYER-00902,completed,paid,2024-12-17T10:56:17.336399
ORD-00001108,18-12-2024,56:17.3,soybean,Bihar,rabi,93.6,5010.28,468948.83,C,trader,BUYER-00069,delivered,paid,2024-12-18T10:56:17.336399
ORD-00001109,18-12-2024,56:17.3,soybean,Madhya Pradesh,rabi,58.15,4883.08,283933.46,B,retailer,BUYER-00318,completed,partial,2024-12-18T10:56:17.336399
ORD-00001110,19-12-2024,56:17.3,sunflower,Punjab,rabi,279.99,4011.41,1123147.11,C,retailer,BUYER-00197,delivered,partial,2024-12-19T10:56:17.336399
ORD-00001111,19-12-2024,56:17.3,sesame,Telangana,rabi,80.14,5925.53,474880.44,A,processor,BUYER-00679,delivered,pending,2024-12-19T10:56:17.336399
ORD-00001112,19-12-2024,56:17.3,sunflower,Gujarat,rabi,926.25,3961.58,3669425.28,A,exporter,BUYER-00694,pending,paid,2024-12-19T10:56:17.336399
ORD-00001113,20-12-2024,56:17.3,sunflower,Uttar Pradesh,rabi,600.14,3456.85,2074599.36,A,processor,BUYER-00403,pending,pending,2024-12-20T10:56:17.336399
ORD-00001114,20-12-2024,56:17.3,sunflower,Haryana,rabi,550.6,3915.26,2155745.9,B,retailer,BUYER-00404,pending,paid,2024-12-20T10:56:17.336399
ORD-00001115,20-12-2024,56:17.3,sesame,Maharashtra,rabi,245.75,6063.82,1490168.46,A,processor,BUYER-00714,delivered,partial,2024-12-20T10:56:17.336399
ORD-00001116,20-12-2024,56:17.3,sesame,Odisha,rabi,353.15,5547.39,1959038.66,B,exporter,BUYER-00574,pending,pending,2024-12-20T10:56:17.336399
ORD-00001117,21-12-2024,56:17.3,sunflower,Haryana,rabi,534.75,3347.56,1790103.55,C,trader,BUYER-00570,completed,partial,2024-12-21T10:56:17.336399
ORD-00001118,21-12-2024,56:17.3,sesame,Uttar Pradesh,rabi,83.62,6312.02,527791.62,C,exporter,BUYER-00965,delivered,paid,2024-12-21T10:56:17.336399
ORD-00001119,22-12-2024,56:17.3,sesame,Karnataka,rabi,264.28,6349.32,1677970.8,C,trader,BUYER-00731,completed,paid,2024-12-22T10:56:17.336399
ORD-00001120,22-12-2024,56:17.3,soybean,Maharashtra,rabi,221.42,3924.96,869049.05,B,processor,BUYER-00387,pending,paid,2024-12-22T10:56:17.336399
ORD-00001121,22-12-2024,56:17.3,sesame,Gujarat,rabi,160.2,6466.93,1036000.48,B,processor,BUYER-00208,delivered,pending,2024-12-22T10:56:17.336399
ORD-00001122,23-12-2024,56:17.3,sesame,Bihar,rabi,154.97,6805.67,1054641.97,A,processor,BUYER-00022,pending,paid,2024-12-23T10:56:17.336399
ORD-00001123,23-12-2024,56:17.3,sunflower,Andhra Pradesh,rabi,170.09,3908.71,664851.49,A,trader,BUYER-00219,delivered,partial,2024-12-23T10:56:17.336399
ORD-00001124,23-12-2024,56:17.3,sesame,Telangana,rabi,81.66,7380.28,602675.29,A,processor,BUYER-00987,pending,pending,2024-12-23T10:56:17.336399
ORD-00001125,24-12-2024,56:17.3,sunflower,Gujarat,rabi,118.86,3912.91,465085.4,C,processor,BUYER-00596,completed,paid,2024-12-24T10:56:17.336399
ORD-00001126,24-12-2024,56:17.3,sunflower,Telangana,rabi,85.59,3860.85,330452.34,C,exporter,BUYER-00309,delivered,paid,2024-12-24T10:56:17.336399
ORD-00001127,25-12-2024,56:17.3,groundnut,Uttar Pradesh,rabi,759.08,5002.29,3797147.43,A,exporter,BUYER-00283,pending,pending,2024-12-25T10:56:17.336399
ORD-00001128,25-12-2024,56:17.3,mustard,Gujarat,rabi,566.74,5097.55,2888978.33,C,processor,BUYER-00560,pending,pending,2024-12-25T10:56:17.336399
ORD-00001129,25-12-2024,56:17.3,sesame,Odisha,rabi,191.31,6550.22,1253133.88,C,trader,BUYER-00059,pending,partial,2024-12-25T10:56:17.336399
ORD-00001130,26-12-2024,56:17.3,soybean,Karnataka,rabi,211.08,5103.09,1077143.29,C,trader,BUYER-00154,delivered,paid,2024-12-26T10:56:17.336399
ORD-00001131,26-12-2024,56:17.3,groundnut,Andhra Pradesh,rabi,431.07,5375.12,2317057.97,A,trader,BUYER-00315,delivered,partial,2024-12-26T10:56:17.336399
ORD-00001132,26-12-2024,56:17.3,sesame,Rajasthan,rabi,302.1,7246.84,2189278.12,C,exporter,BUYER-00891,completed,partial,2024-12-26T10:56:17.336399
ORD-00001133,27-12-2024,56:17.3,soybean,Andhra Pradesh,rabi,151.09,4329.3,654122.52,C,trader,BUYER-00284,pending,paid,2024-12-27T10:56:17.336399
ORD-00001134,27-12-2024,56:17.3,sunflower,Gujarat,rabi,648.12,3669.6,2378338.81,A,exporter,BUYER-00007,completed,pending,2024-12-27T10:56:17.336399
ORD-00001135,27-12-2024,56:17.3,mustard,Andhra Pradesh,rabi,298.95,4728.37,1413524.92,A,trader,BUYER-00897,completed,paid,2024-12-27T10:56:17.336399
ORD-00001136,28-12-2024,56:17.3,sunflower,Maharashtra,rabi,465.56,4187.37,1949472.22,A,processor,BUYER-00618,delivered,partial,2024-12-28T10:56:17.336399
ORD-00001137,28-12-2024,56:17.3,soybean,Uttar Pradesh,rabi,211.27,4114.8,869330.04,C,retailer,BUYER-00166,completed,pending,2024-12-28T10:56:17.336399
ORD-00001138,28-12-2024,56:17.3,mustard,Odisha,rabi,104.29,4091.98,426739.83,C,trader,BUYER-00054,delivered,paid,2024-12-28T10:56:17.336399
ORD-00001139,29-12-2024,56:17.3,soybean,Haryana,rabi,46.21,4835.32,223427.8,C,retailer,BUYER-00127,completed,partial,2024-12-29T10:56:17.336399
ORD-00001140,29-12-2024,56:17.3,soybean,Uttar Pradesh,rabi,285.13,4987.78,1422177.53,B,processor,BUYER-00644,completed,pending,2024-12-29T10:56:17.336399
ORD-00001141,29-12-2024,56:17.3,soybean,Bihar,rabi,94.26,4801.65,452627.46,C,processor,BUYER-00922,delivered,pending,2024-12-29T10:56:17.336399
ORD-00001142,30-12-2024,56:17.3,soybean,Madhya Pradesh,rabi,181.59,4652.94,844911.65,C,trader,BUYER-00377,completed,partial,2024-12-30T10:56:17.336399
ORD-00001143,30-12-2024,56:17.3,sunflower,Bihar,rabi,439.05,4028.99,1768933.21,A,trader,BUYER-00493,completed,paid,2024-12-30T10:56:17.336399
ORD-00001144,30-12-2024,56:17.3,sunflower,Andhra Pradesh,rabi,90.03,3457.17,311258.03,C,trader,BUYER-00151,delivered,partial,2024-12-30T10:56:17.336399
ORD-00001145,30-12-2024,56:17.3,soybean,Andhra Pradesh,rabi,49.6,5055.55,250733.82,A,retailer,BUYER-00575,delivered,paid,2024-12-30T10:56:17.336399
ORD-00001146,31-12-2024,56:17.3,soybean,Punjab,rabi,77.34,4190.59,324112.61,C,processor,BUYER-00944,completed,partial,2024-12-31T10:56:17.336399
ORD-00001147,31-12-2024,56:17.3,sunflower,Haryana,rabi,627.94,3634.54,2282256.15,B,trader,BUYER-00946,completed,partial,2024-12-31T10:56:17.336399
