date,crop_type,state,season,total_quantity_ordered,total_value_inr,price_per_quintal_inr,order_count,processor_demand,modal_price_inr,arrival_quantity_quintals,bid_quantity_quintals,bid_count_x,view_count,bid_count_y,lots_quantity_listed
22-12-2024,sesame,Karnataka,rabi,264.28,1677970.8,6349.32,1,1430.82,439.23,1023.28,481.06,1,107.3333333,44,844.39
22-12-2024,sesame,Gujarat,rabi,160.2,1036000.48,6466.93,1,1430.82,439.23,1023.28,481.06,1,107.3333333,44,844.39
23-12-2024,sesame,Bihar,rabi,154.97,1054641.97,6805.67,1,824.67,439.23,1023.28,478.19,1,104,18,181.59
23-12-2024,sesame,Telangana,rabi,81.66,602675.29,7380.28,1,824.67,439.23,1023.28,478.19,1,104,18,181.59
23-12-2024,sunflower,Andhra Pradesh,rabi,170.09,664851.49,3908.71,1,1213.11,472.06,6490.15,1130.06,4,142,40,1294.21
24-12-2024,sunflower,Gujarat,rabi,118.86,465085.4,3912.91,1,1213.11,480.16,2870.21,266.58,2,129.5,23,410.68
24-12-2024,sunflower,Telangana,rabi,85.59,330452.34,3860.85,1,1213.11,474.85,1023.78,266.58,2,129.5,23,410.68
25-12-2024,groundnut,Uttar Pradesh,rabi,759.08,3797147.43,5002.29,1,1213.11,2299.36,4972.54,823.15,2,206.3333333,22.66666667,696.83
25-12-2024,mustard,Gujarat,rabi,566.74,2888978.33,5097.55,1,1213.11,2299.36,4972.54,462.67,1,53,34,1006.02
25-12-2024,sesame,Odisha,rabi,191.31,1253133.88,6550.22,1,1213.11,39877.99,1443.67,784.01,2,154.5,30,800.48
26-12-2024,groundnut,Andhra Pradesh,rabi,431.07,2317057.97,5375.12,1,931.87,39877.99,1443.67,784.01,2,58.33333333,26.33333333,452.77
26-12-2024,sesame,Rajasthan,rabi,302.1,2189278.12,7246.84,1,931.87,39877.99,1443.67,322.53,1,121.3333333,36,891.95
26-12-2024,soybean,Karnataka,rabi,211.08,1077143.29,5103.09,1,931.87,1218.26,935.87,1303.56,6,121.3333333,36,891.95
27-12-2024,mustard,Andhra Pradesh,rabi,298.95,1413524.92,4728.37,1,1630.26,1218.26,935.87,1159.57,4,97.2,24.2,1012.1
27-12-2024,soybean,Andhra Pradesh,rabi,151.09,654122.52,4329.3,1,1630.26,1212.32,1554.81,738.49,3,138.5,37,925.26
27-12-2024,sunflower,Gujarat,rabi,648.12,2378338.81,3669.6,1,1630.26,450.27,1396.88,889.29,2,152.4,43,1029.02
28-12-2024,sunflower,Maharashtra,rabi,465.56,1949472.22,4187.37,1,1249.27,450.27,1396.88,889.29,2,115,10,213.66
28-12-2024,mustard,Odisha,rabi,104.29,426739.83,4091.98,1,1630.26,450.27,1396.88,889.29,2,140.3333333,35.66666667,1734.71
28-12-2024,soybean,Uttar Pradesh,rabi,211.27,869330.04,4114.8,1,1630.26,450.27,1396.88,889.29,2,118.75,14.75,1424.71
29-12-2024,soybean,Bihar,rabi,94.26,452627.46,4801.65,1,1249.27,1114.74,1241.13,874.62,3,151.75,29,1068.95
29-12-2024,soybean,Haryana,rabi,46.21,223427.8,4835.32,1,1249.27,1114.74,1241.13,874.62,3,151.75,29,1068.95
29-12-2024,soybean,Uttar Pradesh,rabi,285.13,1422177.53,4987.78,1,1249.27,1114.74,1241.13,874.62,3,151.75,29,1068.95
30-12-2024,soybean,Andhra Pradesh,rabi,49.6,250733.82,5055.55,1,1249.27,1114.74,1241.13,595.22,2,195.6,24.6,488.4
30-12-2024,soybean,Madhya Pradesh,rabi,181.59,844911.65,4652.94,1,1249.27,1114.74,1241.13,595.22,2,195.6,24.6,488.4
30-12-2024,sunflower,Andhra Pradesh,rabi,90.03,311258.03,3457.17,1,476.78,456.26,5410.26,1665.63,4,156.5,32.75,1257.7
30-12-2024,sunflower,Bihar,rabi,439.05,1768933.21,4028.99,1,476.78,456.26,5410.26,1665.63,4,156.5,32.75,1257.7
31-12-2024,soybean,Punjab,rabi,77.34,324112.61,4190.59,1,190.78,456.26,5410.26,534.64,4,95.14285714,33.28571429,1624.36
31-12-2024,sunflower,Haryana,rabi,627.94,2282256.15,3634.54,1,793.72,456.26,5410.26,1068.41,6,89,35.33333333,1097.79
01-01-2025,sunflower,Punjab,rabi,252.09,985841.46,3910.69,1,1518.05,456.26,5410.26,422.59,2,132.25,32.5,892.93
01-01-2025,sesame,Telangana,rabi,56.06,413768.49,7380.41,1,1518.05,456.26,5410.26,1451.45,4,93,29.66666667,868.67
01-01-2025,soybean,Madhya Pradesh,rabi,338.2,1542096.85,4559.74,1,1518.05,456.26,5410.26,468.83,1,93,29.66666667,868.67
01-01-2025,soybean,Uttar Pradesh,rabi,247.43,1074427.25,4342.43,1,1518.05,456.26,5410.26,468.83,1,93,29.66666667,868.67
02-01-2025,sunflower,Telangana,rabi,694.2,2472964.1,3562.31,1,2671.31,34038.23,3686.47,558.32,2,101,29,693.16
02-01-2025,sunflower,Bihar,rabi,341.01,1231169.39,3610.31,1,2671.31,34038.23,3686.47,558.32,2,101,29,693.16
02-01-2025,sesame,Punjab,rabi,259.42,1809107.92,6973.62,1,2671.31,34038.23,3686.47,857.54,3,103.5,28,298.84
02-01-2025,groundnut,Madhya Pradesh,rabi,312.48,1830013.53,5856.4,1,2671.31,456.26,5410.26,687.16,3,139.3333333,27,654.32
03-01-2025,groundnut,Odisha,rabi,412.4,2087462.87,5061.69,1,2671.31,34038.23,3686.47,362.74,2,96.4,23.8,935.61
03-01-2025,groundnut,Rajasthan,rabi,597.84,3263992.35,5459.68,1,2671.31,34038.23,3686.47,362.74,2,96.4,23.8,935.61
04-01-2025,mustard,Maharashtra,rabi,841.35,4442704.54,5280.45,1,2671.31,4711.75,4331.72,621.26,2,159,49.5,622.85
04-01-2025,mustard,Uttar Pradesh,rabi,550.11,2758831.1,5015.02,1,2671.31,4760.65,5693.54,621.26,2,159,49.5,622.85
04-01-2025,sesame,Rajasthan,rabi,319.01,2023439.36,6342.81,1,2671.31,4760.65,5693.54,1573.51,4,85,36,215.63
04-01-2025,soybean,Telangana,rabi,78.44,347038.21,4424.29,1,2671.31,4760.65,5693.54,417.7,1,41,29,276.06
05-01-2025,mustard,Gujarat,rabi,296.75,1425539.64,4803.79,1,2671.31,4643.71,7481.06,813.89,2,75,19,204.55
05-01-2025,groundnut,Haryana,rabi,493.83,2204545.47,4464.17,1,2671.31,4760.65,5693.54,417.7,1,43,22,383.56
06-01-2025,sesame,Uttar Pradesh,rabi,490.73,3425918.99,6981.21,1,325.36,4643.71,7481.06,605.67,2,189.5,25,1453.8
06-01-2025,soybean,Odisha,rabi,40.94,185143.55,4522.17,1,325.36,1065.1,510.34,829.74,2,93,19,823.61
06-01-2025,sunflower,Haryana,rabi,376.55,1327975.82,3526.67,1,325.36,468.92,4713.88,1142.37,4,62,29,1236.28
06-01-2025,sunflower,Karnataka,rabi,183.53,741953.5,4042.77,1,325.36,468.92,4713.88,1142.37,4,62,29,1236.28
07-01-2025,mustard,Telangana,rabi,259.39,1174046.44,4526.12,1,1585.08,468.92,4713.88,167.38,1,204,35.5,354.18
07-01-2025,sunflower,Gujarat,rabi,822.74,3075965.19,3738.67,1,1585.08,468.92,4713.88,463.08,1,46,5,462.55
08-01-2025,sunflower,Punjab,rabi,473.84,1955276.86,4126.45,1,1117.94,425.66,3723.78,356.4,1,125.3333333,20,887.46
08-01-2025,sesame,Uttar Pradesh,rabi,503.24,3082420.7,6125.2,1,1585.08,33206.82,1241.23,750.65,2,166.5,35.25,1385.59
08-01-2025,groundnut,Punjab,rabi,371.91,1954577.27,5255.46,1,1585.08,2929.48,7365.42,177.14,1,115,33.57142857,1660.45
08-01-2025,groundnut,Uttar Pradesh,rabi,530.11,2406469.31,4539.55,1,1585.08,2854.08,4801.35,177.14,1,115,33.57142857,1660.45
09-01-2025,mustard,Rajasthan,rabi,782.04,3306249.94,4227.7,1,1117.94,425.66,3723.78,202.36,2,115.25,32.25,1246.9
09-01-2025,soybean,Maharashtra,rabi,53,262038.3,4943.98,1,1117.94,1153.27,1779.07,54.91,1,89.8,15.6,1254.11
09-01-2025,sunflower,Madhya Pradesh,rabi,272.17,963344.27,3539.51,1,1801.67,440.33,1793.08,54.91,1,146.25,29,1080.02
10-01-2025,groundnut,Uttar Pradesh,rabi,489.62,2174249.25,4440.67,1,1801.67,2855.36,4004.44,54.91,1,146.25,29,1080.02
10-01-2025,mustard,Gujarat,rabi,854.12,4541018.86,5316.62,1,1801.67,5190.71,5133.84,701.49,3,180,35,792.39
10-01-2025,soybean,Karnataka,rabi,170.83,836658.42,4897.56,1,94.36,5190.71,5133.84,276.97,2,100,23.8,1721.71
11-01-2025,groundnut,Maharashtra,rabi,847.73,4050595.54,4778.17,1,294.67,5190.71,5133.84,1277.38,5,110,14,505.61
11-01-2025,sunflower,Gujarat,rabi,500.44,1850945.41,3698.65,1,294.67,5190.71,5133.84,189.97,1,139.5,15,481
12-01-2025,mustard,Bihar,rabi,159.2,650008.48,4082.87,1,294.67,5190.71,5133.84,670.27,2,139.5,29.75,989.17
12-01-2025,mustard,Uttar Pradesh,rabi,425.92,2221949.29,5216.78,1,294.67,5026.9,2917.07,670.27,2,139.5,29.75,989.17
13-01-2025,mustard,Haryana,rabi,493.28,2257786.31,4577.13,1,1990.27,4954.31,7557.82,650.43,2,185,35,595.18
13-01-2025,groundnut,Odisha,rabi,106.77,577610.12,5410.04,1,1990.27,5026.9,2917.07,650.43,2,90.8,33,1369.54
13-01-2025,groundnut,Rajasthan,rabi,205.57,1194295.65,5809.73,1,1990.27,3290.21,3882.67,650.43,2,90.8,33,1369.54
14-01-2025,sunflower,Madhya Pradesh,rabi,156.15,547745.73,3507.85,1,1770.2,490.03,1574.34,150.65,1,113.3333333,22.33333333,961.77
14-01-2025,groundnut,Odisha,rabi,158.5,754853.79,4762.5,1,1990.27,3249.83,5484.65,482.77,2,105.6666667,20.33333333,722.09
14-01-2025,sesame,Telangana,rabi,275.71,1850038.69,6710.12,1,1990.27,3249.83,5484.65,182.75,1,185,54,446.15
15-01-2025,mustard,Punjab,rabi,277.94,1352782.66,4867.23,1,1770.2,4836.73,3277.13,325.1,1,67.66666667,34.33333333,825.5
15-01-2025,soybean,Bihar,rabi,169.79,805078.61,4741.62,1,1770.2,4836.73,3277.13,54.9,1,107.8,30.8,1255.71
15-01-2025,soybean,Haryana,rabi,151.5,664524.04,4386.3,1,1770.2,4836.73,3277.13,54.9,1,107.8,30.8,1255.71
15-01-2025,sunflower,Haryana,rabi,599.45,2053560.95,3425.73,1,627.88,442.82,4997.5,1024.09,3,140.5,29,159.62
16-01-2025,mustard,Punjab,rabi,522.92,2871766.66,5491.83,1,627.88,442.82,4997.5,1024.09,3,57,19.8,815.22
16-01-2025,sunflower,Andhra Pradesh,rabi,88.87,382784.74,4307.43,1,630.7,435.59,4402.82,2156.46,8,126.3333333,28.33333333,853.24
16-01-2025,sunflower,Odisha,rabi,285.12,959042.44,3363.61,1,630.7,435.59,4402.82,2156.46,8,126.3333333,28.33333333,853.24
17-01-2025,sesame,Madhya Pradesh,rabi,153.3,998768.63,6515.22,1,630.7,435.59,4402.82,868.04,2,85,26,694.42
17-01-2025,sesame,Maharashtra,rabi,118.67,832641.9,7016.36,1,630.7,32128.6,2778.65,868.04,2,85,26,694.42
17-01-2025,sesame,Rajasthan,rabi,64.21,414128.33,6449.8,1,630.7,32470.04,2252.18,868.04,2,85,26,694.42
17-01-2025,sunflower,Andhra Pradesh,rabi,493.28,1937088.37,3926.92,1,1252.35,422.72,1173.76,462.11,2,110,53,396.59
18-01-2025,sesame,Maharashtra,rabi,522.64,3632927.73,6951.07,1,1252.35,422.72,1173.76,679.51,3,124.6666667,13.66666667,1108.22
18-01-2025,sunflower,Rajasthan,rabi,475.89,1910727.15,4015.04,1,1252.35,404.59,5382.91,1255.55,4,84,24,458.35
19-01-2025,mustard,Odisha,rabi,291.9,1331198.72,4560.42,1,1252.35,4838.31,4428.14,666.39,2,112.3333333,35.66666667,536.43
19-01-2025,groundnut,Uttar Pradesh,rabi,447.25,2586757.63,5783.71,1,1252.35,404.59,5382.91,1284.06,6,101.75,26.5,1112.52
20-01-2025,groundnut,Haryana,rabi,89.74,435980.13,4858.18,1,1252.35,4838.31,4428.14,437.97,2,47,23.66666667,818.23
20-01-2025,groundnut,Uttar Pradesh,rabi,400.3,2071765.06,5175.58,1,1252.35,2492.75,3714.3,437.97,2,47,23.66666667,818.23
20-01-2025,sesame,Karnataka,rabi,75.66,475230.08,6281.26,1,1252.35,2492.75,3714.3,193.22,1,198,39.5,1408
20-01-2025,sunflower,Maharashtra,rabi,342.17,1176755.94,3439.12,1,1252.35,390.29,1001.73,1048.34,3,98.33333333,31,984.65
21-01-2025,mustard,Bihar,rabi,340.05,1476405.36,4341.68,1,1252.35,390.29,1001.73,1625.28,6,108,10.25,1191.45
21-01-2025,sunflower,Gujarat,rabi,631.32,2087065.6,3305.88,1,1252.35,390.29,1001.73,322.57,2,108,10.25,1191.45
21-01-2025,sunflower,Madhya Pradesh,rabi,767.16,2871893.01,3743.55,1,1252.35,402.36,5195.96,322.57,2,108,10.25,1191.45
22-01-2025,groundnut,Odisha,rabi,505.05,2414757.46,4781.22,1,1252.35,2765.68,4497.92,708.74,4,91.5,30.5,612.29
22-01-2025,groundnut,Telangana,rabi,325.7,1602787.76,4921.01,1,1252.35,2683.2,6411.32,708.74,4,91.5,30.5,612.29
23-01-2025,mustard,Telangana,rabi,635.88,2937284.29,4619.25,1,1252.35,4489.44,4628.2,618.14,3,66.5,33,849.34
23-01-2025,soybean,Maharashtra,rabi,396.17,1804457.48,4519.75,2,452.18,4489.44,4628.2,329.36,1,103.75,38.25,1330.67
23-01-2025,groundnut,Punjab,rabi,618,3097151.24,5011.59,1,1252.35,2683.2,6411.32,1385.72,5,63.4,31.2,1505.61
24-01-2025,sesame,Rajasthan,rabi,489.48,3442032.86,7031.98,1,1747.35,4489.44,4628.2,751.44,3,55,40.33333333,954.54
24-01-2025,soybean,Punjab,rabi,339.8,1470972.74,4328.88,1,1747.35,4489.44,4628.2,657.46,2,55,40.33333333,954.54
24-01-2025,mustard,Bihar,rabi,110.43,542957.66,4916.66,1,3080.65,4489.44,4628.2,859.41,4,181.6666667,23.66666667,986.21
25-01-2025,sunflower,Andhra Pradesh,rabi,439.58,1680974.85,3824.02,1,1730.99,417.17,903.66,996.64,4,114.6666667,33,1253.67
25-01-2025,mustard,Gujarat,rabi,822.7,3970302.94,4825.93,1,1730.99,3042.24,4739.47,128.19,1,101.6666667,44.66666667,351.94
25-01-2025,groundnut,Uttar Pradesh,rabi,117.13,555564.58,4743.3,1,1747.35,3042.24,4739.47,307.18,1,101.6666667,44.66666667,351.94
26-01-2025,mustard,Rajasthan,rabi,315.36,1587527.74,5033.98,1,1730.99,4515.92,6640.41,458.32,2,75,46,334.97
26-01-2025,sesame,Gujarat,rabi,608.42,4251334.83,6987.46,1,767.91,4515.92,6640.41,92.4,1,152.75,20.5,1116.37
27-01-2025,soybean,Maharashtra,rabi,244.12,1034909.24,4239.32,1,767.91,4515.92,6640.41,1498.89,6,194.3333333,38,1032.21
27-01-2025,sunflower,Gujarat,rabi,484.09,1713142.02,3538.87,1,767.91,4515.92,6640.41,83.26,1,91.25,12.5,761.45
27-01-2025,sunflower,Madhya Pradesh,rabi,603.6,2247685.04,3723.81,1,767.91,384.32,2122.4,83.26,1,91.25,12.5,761.45
27-01-2025,sunflower,Uttar Pradesh,rabi,807.49,3141018.22,3889.84,1,767.91,377.5,2541.83,83.26,1,91.25,12.5,761.45
28-01-2025,mustard,Uttar Pradesh,rabi,245.49,1213615.1,4943.67,1,767.91,4380.53,3552.04,445.47,1,90.33333333,23.33333333,658.34
28-01-2025,sesame,Karnataka,rabi,260.48,1900257.7,7295.29,1,767.91,4380.53,3552.04,437.36,1,68,44.5,198.24
28-01-2025,soybean,Punjab,rabi,203.59,932080.75,4578.2,1,767.91,1104.83,2230.12,1864.21,6,192,19,907.77
28-01-2025,sunflower,Gujarat,rabi,708.38,2597186.83,3666.39,1,767.91,1104.83,2230.12,1864.21,6,100.5,19.66666667,1082.34
29-01-2025,groundnut,Haryana,rabi,561.72,2950060.21,5251.87,1,1543.4,3530.44,6955.4,1864.21,6,119.5,23,1421.87
29-01-2025,sunflower,Madhya Pradesh,rabi,540.98,2238406.96,4137.72,1,1543.4,3530.44,6955.4,1864.21,6,119.5,23,1421.87
29-01-2025,sunflower,Odisha,rabi,522.2,2065551.83,3955.47,1,1543.4,400.14,1191.4,1864.21,6,119.5,23,1421.87
29-01-2025,sunflower,Uttar Pradesh,rabi,516.54,2154767.23,4171.55,1,1543.4,400.14,1191.4,1864.21,6,119.5,23,1421.87
30-01-2025,sunflower,Uttar Pradesh,rabi,502.01,1885621.35,3756.14,1,2856.19,3829.84,5517.6,545.54,2,133.75,22.25,1275.76
30-01-2025,groundnut,Uttar Pradesh,rabi,291.67,1590396.74,5452.67,1,1543.4,3829.84,5517.6,233.8,1,119.5,23,1421.87
30-01-2025,groundnut,Maharashtra,rabi,410.22,2232126.15,5441.35,1,1543.4,3829.84,5517.6,233.8,1,119.5,23,1421.87
31-01-2025,groundnut,Bihar,rabi,207.13,1055195.13,5094.46,1,2856.19,3560.1,3378.62,466.98,1,103.2,17,1128.02
31-01-2025,groundnut,Odisha,rabi,263.97,1275469.7,4831.85,1,2856.19,3560.1,3378.62,466.98,1,103.2,17,1128.02
31-01-2025,sunflower,Maharashtra,rabi,682.79,2807622.59,4111.98,1,2856.19,415.35,1277.09,179.62,1,82.5,18,608.75
01-02-2025,groundnut,Uttar Pradesh,rabi,620.74,3541889.76,5705.95,1,2856.19,3601.19,1245.92,214.37,1,82.5,18,608.75
01-02-2025,soybean,Karnataka,rabi,32.42,153190.2,4725.24,1,2856.19,3601.19,1245.92,172.38,1,138.5,39.5,772.64
02-02-2025,sesame,Madhya Pradesh,rabi,494.17,3150828.53,6376.02,1,702.65,3601.19,1245.92,492.15,1,128,14.5,413.71
02-02-2025,soybean,Andhra Pradesh,rabi,310.58,1560338.98,5023.96,1,702.65,1169.48,2735.11,1245.6,3,29.5,28.5,700.12
03-02-2025,mustard,Telangana,rabi,534.84,2233961.47,4176.85,1,969.35,1169.48,2735.11,259.02,1,46.66666667,9.333333333,747.19
03-02-2025,sesame,Karnataka,rabi,99.84,697265.4,6983.61,1,368.42,1169.48,2735.11,394.2,1,123.75,16.25,943.82
03-02-2025,soybean,Punjab,rabi,334.22,1685858.59,5044.18,1,368.42,1169.48,2735.11,489.95,2,123.75,16.25,943.82
04-02-2025,groundnut,Madhya Pradesh,rabi,269.01,1322526.46,4916.24,1,368.42,3289.64,3882.29,489.95,2,148.5,19,463.55
04-02-2025,mustard,Madhya Pradesh,rabi,138.45,636738.92,4599.01,1,368.42,3289.64,3882.29,862.88,2,124.8333333,27,1026.38
04-02-2025,sesame,Rajasthan,rabi,493.94,2961644.23,5995.92,1,851.15,3289.64,3882.29,255.89,1,133.5,17,621.66
04-02-2025,sunflower,Rajasthan,rabi,587.17,2347880.04,3998.66,1,1727.8,3289.64,3882.29,559.74,2,137.4,20.2,868.46
05-02-2025,sesame,Andhra Pradesh,rabi,260.59,1598685.9,6134.92,1,1727.8,3289.64,3882.29,540.44,2,142.5,43,459.53
05-02-2025,mustard,Karnataka,rabi,756.4,3765509.55,4978.19,1,1727.8,3289.64,3882.29,655.72,2,210,51.66666667,440.09
05-02-2025,groundnut,Rajasthan,rabi,251.44,1117560.54,4444.56,1,1727.8,3289.64,3882.29,559.74,2,133.1666667,20,1484.59
06-02-2025,groundnut,Andhra Pradesh,rabi,576.69,3208400.77,5563.49,1,1727.8,3251.35,1732.37,142.39,1,72,21,944.26
06-02-2025,mustard,Punjab,rabi,901.2,4480865.01,4972.12,1,2299.55,3251.35,1732.37,266.39,1,69.5,21,514.19
06-02-2025,soybean,Haryana,rabi,357.05,1565657.19,4385,1,178.48,3251.35,1732.37,505.55,2,131.5,27,678.4
06-02-2025,soybean,Punjab,rabi,207.32,955597.21,4609.28,1,178.48,3251.35,1732.37,505.55,2,131.5,27,678.4
07-02-2025,mustard,Uttar Pradesh,rabi,247.95,1218307.3,4913.53,1,142.98,3322.2,6451.91,147.55,1,57,23,129.79
07-02-2025,soybean,Bihar,rabi,152.92,776534.8,5078.05,1,142.98,3322.2,6451.91,554.13,2,58,3,138.89
07-02-2025,sunflower,Telangana,rabi,203.27,799891.54,3935.12,1,142.98,435.22,2509.96,1137.85,3,125.3333333,18,403.92
08-02-2025,sesame,Madhya Pradesh,rabi,443.59,3146678.91,7093.61,1,142.98,435.22,2509.96,1137.85,3,125.5,18,389.43
08-02-2025,sesame,Punjab,rabi,468.24,3047213.19,6507.81,1,142.98,36113.49,2971.95,1137.85,3,125.5,18,389.43
08-02-2025,soybean,Haryana,rabi,197.45,873350.74,4423.13,1,365.81,36113.49,2971.95,579.28,2,192.3333333,27,1079.62
08-02-2025,sunflower,Karnataka,rabi,397.24,1588682.88,3999.26,1,3043.46,36113.49,2971.95,470.46,2,158,44.5,1023.27
09-02-2025,groundnut,Karnataka,rabi,436.45,2370760.73,5431.88,1,3043.46,3144.07,5823.57,558.47,2,115.5714286,30.14285714,1773.58
09-02-2025,groundnut,Odisha,rabi,277.83,1636146.56,5889.04,1,3043.46,3144.07,5823.57,558.47,2,115.5714286,30.14285714,1773.58
09-02-2025,soybean,Uttar Pradesh,rabi,184.5,719260.85,3898.43,1,3043.46,1105.93,2539.69,375.06,2,41,14,137.19
10-02-2025,sunflower,Rajasthan,rabi,172.02,680330.03,3954.97,1,2291.04,389.55,3210.74,85.56,1,66,23,578.51
10-02-2025,sunflower,Karnataka,rabi,307.09,1063372.63,3462.75,1,2291.04,389.79,1260.5,85.56,1,66,23,578.51
10-02-2025,sesame,Maharashtra,rabi,298.15,2035496.46,6827.13,1,3043.46,1105.93,2539.69,85.56,1,143.3333333,24.66666667,489.91
11-02-2025,groundnut,Madhya Pradesh,rabi,768.91,4361528.24,5672.39,1,2291.04,389.55,3210.74,977.39,4,95,9,303.59
11-02-2025,mustard,Gujarat,rabi,303.31,1245853.09,4107.57,1,2291.04,389.55,3210.74,183.29,1,142.3333333,44,821.49
11-02-2025,sesame,Rajasthan,rabi,48.5,284163.94,5859.3,1,3559.43,389.55,3210.74,1168.13,4,83.2,13.8,1302.24
12-02-2025,groundnut,Karnataka,rabi,670.09,3572802.02,5331.82,1,3559.43,389.55,3210.74,920.39,3,86,19.5,512.75
12-02-2025,mustard,Uttar Pradesh,rabi,535.75,2562744.92,4783.43,1,3559.43,3362.31,4485.72,364.37,1,158.75,40.25,635.74
12-02-2025,sesame,Rajasthan,rabi,138.33,1012769.93,7321.55,1,3559.43,3362.31,4485.72,694.09,2,140,20.5,437.63
13-02-2025,soybean,Uttar Pradesh,rabi,174.86,752629.83,4304.15,1,516.63,3073.16,1830.53,1402.92,5,94,28.75,881.79
13-02-2025,mustard,Uttar Pradesh,rabi,539.03,2250876.63,4175.8,1,312.58,3073.16,1830.53,75.01,1,150,30.5,104.02
13-02-2025,mustard,Karnataka,rabi,308.79,1566984.89,5074.58,1,312.58,3073.16,1830.53,75.01,1,150,30.5,104.02
13-02-2025,groundnut,Madhya Pradesh,rabi,126.8,680486.41,5366.68,1,312.58,3073.16,1830.53,633.92,2,120,27,1360.28
14-02-2025,groundnut,Odisha,rabi,571.28,2636652.21,4615.34,1,516.63,3073.16,1830.53,1620.43,6,80,29.33333333,679.3
14-02-2025,mustard,Odisha,rabi,69.1,371223.43,5372.21,1,3016.39,3243.56,4964.29,235.59,1,231,8.5,325.39
14-02-2025,mustard,Punjab,rabi,195,1002667.76,5141.89,1,3016.39,3215.35,2135.78,235.59,1,231,8.5,325.39
14-02-2025,soybean,Maharashtra,rabi,215.05,1105986.2,5142.85,1,1009.37,3215.35,2135.78,671.53,3,167,29,537.2
15-02-2025,sunflower,Odisha,rabi,352.86,1191193.68,3375.85,1,1674.1,377.47,4034.52,88.78,1,125.5,24,714.29
15-02-2025,sunflower,Maharashtra,rabi,712.21,3024588.02,4246.76,1,1674.1,38589.98,3380.39,88.78,1,125.5,24,714.29
15-02-2025,mustard,Odisha,rabi,663.71,3152366.89,4749.61,1,1009.37,3215.35,2135.78,518.56,2,111.5714286,30.85714286,1685.17
15-02-2025,sesame,Telangana,rabi,51.94,385769.2,7426.92,1,1009.37,38589.98,3380.39,820.48,2,75,9,1474.2
16-02-2025,groundnut,Haryana,rabi,141.47,833255.9,5890.12,1,1674.1,2616.85,6163.75,153.85,1,82.25,20.25,1047.73
16-02-2025,groundnut,Odisha,rabi,191.82,891903.93,4649.75,1,1674.1,2616.85,6163.75,153.85,1,82.25,20.25,1047.73
16-02-2025,sesame,Maharashtra,rabi,349.06,2465904.84,7064.35,1,1674.1,39650.14,3235.57,576.82,2,40,35,77.32
16-02-2025,sesame,Odisha,rabi,132.98,794183.39,5972.26,1,1674.1,35945.43,936.82,576.82,2,40,35,77.32
17-02-2025,sesame,Bihar,rabi,282.01,2090301.88,7412.13,1,1674.1,36194.43,4175.18,498.51,1,100.25,18.25,688.24
17-02-2025,sunflower,Telangana,rabi,63.08,214948.63,3407.35,1,677.79,36194.43,4175.18,302.71,1,69,24,204.91
18-02-2025,sunflower,Bihar,rabi,90.15,317547.84,3522.37,1,633.84,353.26,1826.63,513.73,2,98.66666667,19,1272.78
18-02-2025,soybean,Uttar Pradesh,rabi,184.24,759349.13,4121.6,1,677.79,1305.2,2841.92,954.73,5,168.5,30,521.89
18-02-2025,soybean,Madhya Pradesh,rabi,150.6,637532.39,4233.35,1,677.79,1305.2,2841.92,954.73,5,168.5,30,521.89
19-02-2025,mustard,Rajasthan,rabi,431.25,2296452.91,5325.11,1,563.42,353.26,1826.63,1272.41,4,129,25.66666667,602.96
19-02-2025,soybean,Rajasthan,rabi,83.52,420763.69,5037.62,1,563.42,353.26,1826.63,762.69,3,175,13.6,1300.71
20-02-2025,sesame,Bihar,rabi,191.03,1346223.83,7047.08,1,140.32,35521.3,4429.26,762.69,3,175,13.6,1300.71
20-02-2025,sesame,Rajasthan,rabi,93.42,667211.52,7142.16,1,140.32,35521.3,4429.26,762.69,3,175,13.6,1300.71
20-02-2025,soybean,Andhra Pradesh,rabi,207.62,1019428.3,4910.14,1,462.86,35521.3,4429.26,907.64,2,110.5,7.5,692.24
20-02-2025,sunflower,Uttar Pradesh,rabi,137.34,541318.77,3941.36,1,1618.76,350.18,4201.16,271.09,1,80.83333333,16.16666667,998.74
21-02-2025,sunflower,Uttar Pradesh,rabi,317.29,1156452.32,3644.74,1,2615.72,375.01,3660.14,1332.31,4,139,20.5,671.42
21-02-2025,mustard,Telangana,rabi,270.59,1424438.9,5264.23,1,2615.72,3917.06,7623.83,481.24,1,64.33333333,38.33333333,1080.84
21-02-2025,sesame,Rajasthan,rabi,439.49,2806781.9,6386.41,1,2615.72,3917.06,7623.83,524.04,3,201.5,14.5,1319.74
22-02-2025,soybean,Maharashtra,rabi,311.74,1555284.21,4988.97,1,2615.72,1445.56,2843.34,461.46,1,124.6666667,38,741.1
22-02-2025,sunflower,Rajasthan,rabi,353.8,1363498.42,3853.85,1,2615.72,396.66,1380.37,1394.35,4,192,24,415.53
23-02-2025,groundnut,Uttar Pradesh,rabi,595.51,3152014.84,5292.94,1,2615.72,396.66,1380.37,1026.62,4,78.33333333,24,672.83
23-02-2025,sesame,Andhra Pradesh,rabi,141.41,916229.51,6479.32,1,2615.72,31878.96,3338.64,637.69,2,90.5,24.5,1076.49
23-02-2025,sunflower,Rajasthan,rabi,1065.14,4525001.45,4244.9,2,4830.1,413.8,4619.67,902.71,4,116,47.33333333,658.09
